"filename", "language", "C#", "comment", "blank", "total"
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Commands\Command.cs", "C#", 44, -81, 8, -29
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Commands\CommandFactory.cs", "C#", 18, -13, 2, 7
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Commands\CommandQueue.cs", "C#", 1, 0, 0, 1
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Commands\GameUICommand.cs", "C#", 42, 0, 10, 52
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Events\UIEvents.cs", "C#", 8, 0, 1, 9
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Managers\GameManager.cs", "C#", -1, -3, -4, -8
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Models\GameConfig.cs", "C#", 12, 0, 2, 14
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Models\GameModel.cs", "C#", 1, 0, 0, 1
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Services\BoardService.cs", "C#", 4, 0, 1, 5
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Services\ConcertCardService.cs", "C#", 20, 0, 3, 23
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Services\ConfigService.cs", "C#", 65, 0, 10, 75
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Services\GameService.cs", "C#", 20, 0, 3, 23
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\Services\PlayerService.cs", "C#", 4, 0, -1, 3
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\CreateGameWindow\CreateGameWindowPresenter.cs", "C#", 18, 0, 2, 20
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\CreateGameWindow\CreateGameWindowView.cs", "C#", 16, 0, 3, 19
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\CreateGameWindow\SinglePlayerElement.cs", "C#", 18, 0, 3, 21
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\CreatePlayerWindow\CreatePlayerWindowPresenter.cs", "C#", 68, 0, 14, 82
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\CreatePlayerWindow\CreatePlayerWindowView.cs", "C#", 32, 0, 8, 40
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\GameWindow\GameWindowPresenter.cs", "C#", -2, 0, 0, -2
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\GameWindow\GameWindowView.cs", "C#", -2, 0, 0, -2
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\MenuWindow\MenuWindowPresenter.cs", "C#", 3, 0, 0, 3
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\MenuWindow\MenuWindowView.cs", "C#", 3, 0, 0, 3
"c:\Users\danie\Desktop\symfonia-mistrzow-game\Assets\Scripts\UI\StartPageWindow\StartPagePresenter.cs", "C#", 6, 0, 1, 7
"Total", "-", 398, -97, 66, 367
